No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
556,2013,3,24,3,13,21,3,27,600,54,0.5,1015.2,-15.9,0,NNW,2.7,Changping
557,2013,3,24,4,5,22,3,19,500,61,0.1,1015.3,-15.9,0,N,2.9,Changping
558,2013,3,24,5,6,23,3,20,400,66,-0.2,1015.5,-14.9,0,NW,2.3,Changping
559,2013,3,24,6,7,15,3,15,500,64,0.1,1016,-15.1,0,NE,0.8,Changping
560,2013,3,24,7,10,24,3,24,500,50,2.8,1016.3,-17.4,0,NNW,2.6,Changping
561,2013,3,24,8,8,22,5,21,500,57,4.4,1016.4,-16.7,0,NNW,3.7,Changping
562,2013,3,24,9,10,19,4,16,500,68,5.8,1016.1,-17.4,0,NNW,2.3,Changping
563,2013,3,24,10,7,24,3,14,400,72,6.4,1015.1,-16.3,0,NNW,2.1,Changping
564,2013,3,24,11,12,19,6,17,500,70,7.5,1013.9,-16.8,0,NW,3.2,Changping
565,2013,3,24,12,17,20,8,18,500,70,8.6,1012.8,-16.6,0,NNW,2.3,Changping
566,2013,3,24,13,12,20,6,17,500,73,9.7,1011.1,-15.8,0,NNW,3,Changping
567,2013,3,24,14,12,16,5,15,500,77,10.5,1009.9,-15.1,0,W,3.9,Changping
568,2013,3,24,15,16,23,6,15,500,78,10.9,1009,-15.6,0,W,2.4,Changping
569,2013,3,24,16,16,24,6,16,500,78,11,1008.7,-14.7,0,WNW,2.3,Changping
570,2013,3,24,17,15,26,6,17,500,78,9.1,1008.7,-13.4,0,SSW,2.4,Changping
571,2013,3,24,18,19,35,6,24,500,72,7.3,1009.6,-13.1,0,SW,1,Changping
572,2013,3,24,19,31,68,6,39,NA,61.6896,5.8,1010.5,-11.8,0,E,0.9,Changping
573,2013,3,24,20,45,92,8,50,NA,47.3382,4.6,1011.3,-11.1,0,NE,0.6,Changping
574,2013,3,24,21,59,94,12,67,NA,25.2756,3.1,1011.8,-9.9,0,ENE,0,Changping
575,2013,3,24,22,60,96,12,62,NA,23.1336,3,1012,-10.3,0,ENE,0.8,Changping
576,2013,3,24,23,40,66,6,35,800,41,3,1012.7,-10.6,0,ESE,1.1,Changping
577,2013,3,25,0,41,66,6,35,NA,41.769,2.3,1013.3,-10.6,0,E,0.8,Changping
578,2013,3,25,1,33,63,5,31,NA,33.6294,2.2,1013.7,-9.7,0,ESE,1.9,Changping
579,2013,3,25,2,44,71,5,38,NA,11.9952,1.7,1014.1,-7.9,0,ESE,2.4,Changping
580,2013,3,25,3,70,112,11,66,NA,8.9964,1,1014.4,-6.8,0,ESE,2.2,Changping
581,2013,3,25,4,77,118,15,67,NA,8.9964,0.2,1014.7,-6.2,0,SE,2.2,Changping
582,2013,3,25,5,70,102,14,65,NA,6.426,-1.2,1015.1,-6.2,0,W,0.4,Changping
583,2013,3,25,6,68,94,14,67,NA,4.7124,-1.8,1015.2,-6.2,0,NE,1,Changping
584,2013,3,25,7,63,92,18,68,NA,5.9976,0.4,1015.6,-6.9,0,NNW,0.9,Changping
585,2013,3,25,8,87,133,34,67,NA,8.7822,2.7,1015.2,-6.2,0,WNW,0.7,Changping
586,2013,3,25,9,82,118,44,59,NA,17.9928,4.1,1014.9,-5.7,0,SW,2.5,Changping
587,2013,3,25,10,90,123,44,61,NA,25.0614,5.3,1014.3,-6,0,SW,1.2,Changping
588,2013,3,25,11,100,123,48,57,NA,37.6992,6.9,1013.4,-5.8,0,SSW,1.5,Changping
589,2013,3,25,12,108,127,54,57,NA,46.4814,7.9,1012.3,-7.8,0,ESE,2.5,Changping
590,2013,3,25,13,105,127,46,59,NA,55.692,9,1011.1,-7.7,0,ESE,1.6,Changping
591,2013,3,25,14,114,134,43,63,NA,62.9748,9.8,1010.1,-7.4,0,ESE,2.8,Changping
592,2013,3,25,15,121,145,45,78,NA,57.4056,10.1,1009.5,-7.6,0,ESE,2.5,Changping
593,2013,3,25,16,127,156,38,85,1899,59,10.1,1009.2,-7.2,0,SSW,1.6,Changping
594,2013,3,25,17,131,157,35,71,1600,75,9.5,1009.2,-7.2,0,S,1.1,Changping
595,2013,3,25,18,124,149,33,65,1399,72,8.6,1009.3,-7.2,0,ESE,1,Changping
596,2013,3,25,19,125,165,30,79,1399,51,7.3,1009.6,-6.5,0,E,0.8,Changping
597,2013,3,25,20,133,176,27,95,1500,28,5.3,1009.7,-5.7,0,ESE,0.6,Changping
598,2013,3,25,21,148,192,27,113,1800,10,4.2,1009.5,-5.3,0,ESE,0.1,Changping
599,2013,3,25,22,148,184,29,105,2000,12,3.6,1008.9,-5.4,0,N,0,Changping
600,2013,3,25,23,136,162,25,80,1700,24,3,1008.8,-5.2,0,NNE,1.4,Changping
601,2013,3,26,0,132,155,22,69,1700,29,1.9,1008.6,-5.5,0,ESE,0.4,Changping
602,2013,3,26,1,132,151,20,58,1700,32,1.7,1008.3,-5.2,0,NNW,0.8,Changping
603,2013,3,26,2,128,148,21,59,1500,28,0.8,1008,-4.8,0,NW,0.1,Changping
604,2013,3,26,3,144,195,14,90,NA,NA,0.1,1007.4,-5.1,0,N,0.1,Changping
605,2013,3,26,4,136,172,16,90,2299,6,-0.2,1007.5,-5.2,0,NNW,0.9,Changping
606,2013,3,26,5,134,164,13,88,2100,6,-0.7,1007.6,-5.3,0,NNW,0,Changping
607,2013,3,26,6,143,206,14,89,2500,6,-0.5,1007.8,-4.9,0,SW,0.6,Changping
608,2013,3,26,7,124,144,15,78,2000,6,1.8,1007.8,-4.3,0,SSW,0.2,Changping
609,2013,3,26,8,149,214,27,86,2700,9,4.5,1007.1,-4.8,0,N,0.5,Changping
610,2013,3,26,9,175,252,42,94,2700,10,6.8,1006.6,-5.2,0,SE,1.5,Changping
611,2013,3,26,10,163,212,46,94,2000,12,8,1006.1,-3.5,0,ESE,1.3,Changping
612,2013,3,26,11,185,230,49,86,1800,23,9,1005.4,-4.2,0,SSE,1.2,Changping
613,2013,3,26,12,202,246,54,94,1800,31,10.4,1004.1,-4.4,0,SSE,2.2,Changping
614,2013,3,26,13,212,256,47,104,1800,39,11.7,1003,-5.3,0,ESE,2.9,Changping
615,2013,3,26,14,207,248,47,120,1899,39,12,1002,-2.6,0,S,1.5,Changping
616,2013,3,26,15,226,263,50,110,1800,45,12.2,1001,-2.1,0,SE,2.6,Changping
617,2013,3,26,16,223,247,56,80,1500,69,12.4,1000.2,-1.5,0,ESE,1.4,Changping
618,2013,3,26,17,235,270,66,85,1700,59,11.9,1000.3,-1.3,0,E,0.7,Changping
619,2013,3,26,18,231,272,68,100,1800,36,10.4,1000.4,-1,0,E,0.6,Changping
620,2013,3,26,19,231,272,68,100,NA,13.7088,9.7,1001.2,-1.1,0,NE,1.6,Changping
621,2013,3,26,20,257,293,66,124,2299,8,9.4,1001.3,-1.4,0,ESE,1.2,Changping
622,2013,3,26,21,236,259,64,99,2000,20,7.3,1001.7,-0.4,0,N,1.1,Changping
623,2013,3,26,22,258,276,59,106,2200,14,6.1,1001.1,-0.6,0,ESE,0.5,Changping
624,2013,3,26,23,259,265,52,110,2299,7,5.3,1000.4,-0.8,0,E,0.1,Changping
625,2013,3,27,0,234,238,42,88,2000,12,4.7,1000,-0.7,0,N,0.6,Changping
626,2013,3,27,1,240,241,36,83,2200,11,4.2,999.6,-0.8,0,ESE,0.7,Changping
627,2013,3,27,2,236,243,28,80,2399,7,3.8,999.2,-0.8,0,NE,0.7,Changping
628,2013,3,27,3,229,233,22,77,2200,7,3.2,998.6,-0.8,0,NE,0,Changping
629,2013,3,27,4,218,224,18,72,2200,6,3,998.4,-0.8,0,NNE,1.1,Changping
630,2013,3,27,5,212,221,16,75,2100,5,2.7,998.6,-0.6,0,N,1.1,Changping
631,2013,3,27,6,204,220,16,69,2100,5,3.9,1000.4,0.1,0,NNE,0,Changping
632,2013,3,27,7,204,238,20,68,1899,6,5.1,1001.6,0.7,0,NW,2,Changping
633,2013,3,27,8,207,265,24,74,2100,7,8.8,1001.5,1.7,0,S,0.9,Changping
634,2013,3,27,9,228,301,38,81,2399,8,13.4,1001.1,-3,0,NNE,3.1,Changping
635,2013,3,27,10,186,226,40,66,1700,25,15.4,1000.8,-3,0,NNE,2.3,Changping
636,2013,3,27,11,77,91,27,40,1100,59,17,1000.2,-4.3,0,NW,4.4,Changping
637,2013,3,27,12,52,67,22,34,900,70,17.9,999.7,-6.1,0,NW,6.1,Changping
638,2013,3,27,13,26,89,11,29,700,80,18.4,999.6,-6.4,0,NW,6.2,Changping
639,2013,3,27,14,26,89,11,29,600,85,17.6,1000,-9.4,0,NW,6.4,Changping
640,2013,3,27,15,11,79,3,23,500,86,17.7,1000.7,-10.2,0,NNW,4.1,Changping
641,2013,3,27,16,11,61,3,21,NA,86.751,15.4,1001.7,-13.9,0,NE,4,Changping
642,2013,3,27,17,4,31,3,14,500,88,13.4,1003,-15.5,0,NE,3,Changping
643,2013,3,27,18,4,20,3,12,400,89,11.6,1004.5,-16,0,NE,3.6,Changping
644,2013,3,27,19,11,18,3,12,400,90,10.3,1006.4,-17,0,ENE,3.1,Changping
645,2013,3,27,20,9,16,3,10,400,90,9.7,1007.9,-15.8,0,ENE,2.8,Changping
646,2013,3,27,21,6,11,3,9,400,88,9.1,1008.9,-17.1,0,NNE,3.5,Changping
647,2013,3,27,22,8,11,3,9,400,86,8.4,1009.8,-17.6,0,NE,2,Changping
648,2013,3,27,23,8,11,3,9,400,86,8,1010.7,-18,0,ENE,1.8,Changping
649,2013,3,28,0,6,11,3,7,400,84,7.2,1010.8,-18.6,0,E,3.4,Changping
650,2013,3,28,1,7,11,3,8,400,81,6.6,1011.2,-18.3,0,ENE,1.8,Changping
651,2013,3,28,2,6,9,3,9,400,79,5.8,1011.5,-18.2,0,E,1,Changping
652,2013,3,28,3,3,8,3,8,400,79,4.5,1011.8,-14.4,0,WSW,1.3,Changping
653,2013,3,28,4,4,9,3,9,500,64,2.1,1012.2,-12.5,0,NNW,1.1,Changping
654,2013,3,28,5,13,19,3,26,600,51,2,1013,-13,0,SW,0.9,Changping
655,2013,3,28,6,20,58,4,70,800,11,2.5,1013.6,-11.8,0,SW,0.1,Changping
656,2013,3,28,7,21,42,3,66,900,17,4.6,1014.3,-14.3,0,WSW,1,Changping
657,2013,3,28,8,21,38,3,57,900,29,5.8,1014.6,-15.5,0,SW,1.2,Changping
658,2013,3,28,9,21,38,3,57,600,41,7.3,1014.5,-14.2,0,E,1.3,Changping
659,2013,3,28,10,20,35,3,47,500,59,8.7,1014.2,-10.8,0,WSW,4.1,Changping
660,2013,3,28,11,21,41,3,29,500,65,9.3,1013.3,-8.3,0,W,4.1,Changping
661,2013,3,28,12,17,66,5,22,600,76,11.1,1012.2,-11.1,0,WNW,5,Changping
662,2013,3,28,13,15,35,5,19,600,80,12.5,1010.7,-14.3,0,WNW,5,Changping
663,2013,3,28,14,13,21,3,15,500,85,13.4,1010,-14.5,0,W,3.4,Changping
664,2013,3,28,15,11,23,3,15,500,86,14,1009.6,-15,0,NW,3.2,Changping
665,2013,3,28,16,10,31,3,16,500,86,14,1009.4,-16.1,0,NNW,3.1,Changping
666,2013,3,28,17,11,30,3,16,500,86,12.7,1009.7,-17.1,0,NNW,3.9,Changping
667,2013,3,28,18,11,30,3,16,500,84,10.9,1010.4,-16.5,0,NE,0.9,Changping
668,2013,3,28,19,12,38,3,28,600,70,9.3,1011.8,-16.1,0,ENE,1.6,Changping
669,2013,3,28,20,15,36,3,28,600,65,8.2,1012.7,-17,0,ENE,1.5,Changping
670,2013,3,28,21,14,35,3,27,600,61,5.9,1013,-14.8,0,NNE,0.9,Changping
671,2013,3,28,22,18,28,6,37,600,51,5.2,1013,-15.4,0,NE,1.6,Changping
672,2013,3,28,23,10,21,3,32,600,53,4.6,1013.3,-14.3,0,NE,0,Changping
673,2013,3,29,0,11,35,4,42,600,43,4.6,1013.2,-15.3,0,NNW,1.1,Changping
674,2013,3,29,1,19,28,3,49,700,37,4.1,1013.4,-14.7,0,WSW,0.5,Changping
675,2013,3,29,2,5,8,3,17,500,70,4.5,1013.3,-16,0,ESE,1.4,Changping
676,2013,3,29,3,8,28,3,37,600,43,2.9,1013.2,-12.6,0,NNW,0.7,Changping
677,2013,3,29,4,26,50,3,31,700,42,1.9,1014,-12.7,0,W,1.7,Changping
678,2013,3,29,5,26,50,3,31,900,44,1.2,1014.4,-10.9,0,WSW,1.4,Changping
679,2013,3,29,6,25,36,4,30,1100,7,1.5,1014.7,-10,0,WSW,0,Changping
680,2013,3,29,7,49,102,9,68,1100,9,3.9,1015.3,-10.6,0,W,0.7,Changping
681,2013,3,29,8,44,96,12,68,1200,14,5.6,1015.4,-11.1,0,SSE,1.5,Changping
682,2013,3,29,9,46,87,10,63,1000,21,6.4,1015.2,-10.4,0,ESE,2.3,Changping
683,2013,3,29,10,47,88,10,63,NA,44.1252,8,1014.5,-11.9,0,ESE,1.9,Changping
684,2013,3,29,11,48,76,21,46,1200,48,8.7,1013.4,-13.1,0,SE,3.3,Changping
685,2013,3,29,12,46,63,21,39,1300,59,8.7,1012.7,-10.8,0,ESE,3.3,Changping
686,2013,3,29,13,52,79,26,39,1399,62,8.6,1011.7,-11.4,0,E,1.7,Changping
687,2013,3,29,14,52,76,29,39,1600,63,8.9,1011,-10.1,0,SE,2.2,Changping
688,2013,3,29,15,59,91,26,41,1500,62,8.8,1011,-7.9,0,SE,1.3,Changping
689,2013,3,29,16,93,145,31,55,1800,54,8.5,1010.9,-6.1,0,NNE,0.4,Changping
690,2013,3,29,17,104,146,28,63,1800,50,7.4,1010.8,-3.8,0,NE,3.3,Changping
691,2013,3,29,18,94,135,24,61,1500,57,5.8,1011.2,-2.3,0,NE,2,Changping
692,2013,3,29,19,91,130,19,57,1500,52,5.7,1012,-2.4,0,ESE,1.3,Changping
693,2013,3,29,20,90,107,15,49,1500,52,5.6,1013,-2.7,0,ESE,2.4,Changping
694,2013,3,29,21,96,114,15,54,1500,39,5.2,1013.4,-3.1,0,ESE,2.3,Changping
695,2013,3,29,22,93,130,18,56,1600,28,4.7,1013.8,-4.3,0,ESE,2.6,Changping
696,2013,3,29,23,78,117,26,54,1399,26,4.2,1014.1,-6.1,0,ESE,2.6,Changping
697,2013,3,30,0,78,117,26,54,1700,25,3.8,1014.2,-6.5,0,ESE,2.1,Changping
698,2013,3,30,1,69,98,45,55,2200,22,3.6,1013.9,-7,0,ESE,2.3,Changping
699,2013,3,30,2,67,94,45,55,1899,21,3.3,1013.8,-7.2,0,E,1.1,Changping
700,2013,3,30,3,70,98,61,63,NA,NA,3.2,1013.8,-7.6,0,SE,1.7,Changping
701,2013,3,30,4,64,91,68,64,2299,19,3,1013.5,-7.8,0,S,0.6,Changping
702,2013,3,30,5,64,96,77,61,2399,18,1.5,1013.9,-6.6,0,NNW,1.1,Changping
703,2013,3,30,6,64,91,67,62,2399,16,1.4,1014.3,-6.4,0,NNE,1,Changping
704,2013,3,30,7,76,130,71,75,2600,8,3.3,1014.6,-6.4,0,N,0.7,Changping
705,2013,3,30,8,75,116,71,63,2299,18,5.5,1015,-6.4,0,NW,0.8,Changping
706,2013,3,30,9,76,123,66,66,2200,20,7.3,1014.8,-6.8,0,SE,1.9,Changping
707,2013,3,30,10,72,101,65,54,2000,45,8.1,1014.7,-6.5,0,W,2,Changping
708,2013,3,30,11,72,101,65,54,1899,68,8.5,1014,-6.5,0,SW,0.8,Changping
709,2013,3,30,12,85,112,66,44,2000,71,9.9,1013.1,-6.1,0,S,2.3,Changping
710,2013,3,30,13,88,123,64,48,2000,72,10.3,1012.4,-5.7,0,SSW,2,Changping
711,2013,3,30,14,95,137,60,49,2000,77,10.4,1011.5,-5.2,0,SSW,1.7,Changping
712,2013,3,30,15,95,137,60,49,1700,89,10.7,1010.9,-4.2,0,SE,1.9,Changping
713,2013,3,30,16,97,126,50,41,1600,94,9.8,1011,-1.9,0,ESE,3.6,Changping
714,2013,3,30,17,106,150,46,46,1700,84,9,1011.7,-1.4,0,ESE,2.7,Changping
715,2013,3,30,18,97,125,34,45,1200,74,7.7,1012.3,-0.3,0,SE,2.9,Changping
716,2013,3,30,19,92,116,26,44,1100,68,7,1013.5,0,0,ESE,2.2,Changping
717,2013,3,30,20,88,110,20,46,1000,57,6.5,1014.2,0.2,0,SE,2.3,Changping
718,2013,3,30,21,88,110,20,46,1000,52,6,1014.4,0.3,0,SE,2.2,Changping
719,2013,3,30,22,96,100,17,40,900,54,5.6,1014.4,0.6,0,ESE,2.4,Changping
720,2013,3,30,23,99,99,17,42,1000,47,5.2,1014.4,0.6,0,ESE,2.5,Changping
721,2013,3,31,0,83,97,15,46,1000,38,4.9,1014.4,0.7,0,SE,2.3,Changping
722,2013,3,31,1,90,103,15,51,1000,31,4.7,1014.1,0.8,0,ESE,2,Changping
723,2013,3,31,2,94,102,14,51,1000,27,4.3,1013.6,0.6,0,ESE,1.8,Changping
724,2013,3,31,3,95,97,14,55,1100,20,3.9,1013.2,0.4,0,ESE,3.1,Changping
725,2013,3,31,4,111,98,14,57,1000,19,3.7,1012.9,0.6,0,SE,1.9,Changping
726,2013,3,31,5,101,88,13,48,1000,23,3.3,1012.9,0.5,0,ESE,2.3,Changping
727,2013,3,31,6,87,90,12,44,1000,22,3.4,1013,1,0,ESE,2.4,Changping
728,2013,3,31,7,86,104,12,42,1000,20,3.1,1013.2,1.5,0,ESE,2,Changping
729,2013,3,31,8,86,104,12,42,1000,15,3.4,1012.9,1.3,0,SE,2.6,Changping
730,2013,3,31,9,118,172,12,49,1200,12,3.8,1012.6,1.7,0,ESE,1.7,Changping
731,2013,3,31,10,118,172,12,49,1300,10,4,1012.1,1.9,0,ESE,1.5,Changping
732,2013,3,31,11,160,208,15,53,1399,8,4.3,1011.3,2,0,ESE,1.3,Changping
733,2013,3,31,12,172,217,15,52,1399,9,4.7,1009.9,2.1,0,ESE,1.7,Changping
734,2013,3,31,13,192,220,17,52,1500,10,5.3,1008.7,2.1,0,SE,1,Changping
735,2013,3,31,14,174,200,20,52,1500,13,5.5,1007.6,2.1,0,E,0.5,Changping
736,2013,3,31,15,198,215,20,56,1399,12,5.3,1006.7,2.1,0,NE,0.8,Changping
737,2013,3,31,16,200,217,20,58,1399,13,5.5,1006.1,2.1,0,NE,1.2,Changping
738,2013,3,31,17,170,184,18,56,1399,10,5.8,1006.4,2.3,0,NNE,1.8,Changping
739,2013,3,31,18,170,184,18,56,1500,11,5.3,1006.4,2.5,0,W,1.9,Changping
740,2013,3,31,19,202,212,19,61,1700,8,5.4,1006.6,2.4,0,NNW,0.7,Changping
741,2013,3,31,20,222,285,17,68,1800,5,5.7,1006.7,2.3,0,NW,1,Changping
742,2013,3,31,21,216,262,20,69,1800,4,5.8,1007,2.6,0,NW,1.3,Changping
743,2013,3,31,22,227,256,22,70,1899,4,6,1006,2.8,0,SW,1.3,Changping
744,2013,3,31,23,231,250,22,70,2000,4,6.2,1006.3,3.2,0,NNE,1,Changping
745,2013,4,1,0,230,269,20,68,1899,3,6,1006,3,0,N,0,Changping
746,2013,4,1,1,238,262,26,71,2000,3,6.2,1005.6,3.2,0,NNW,1.1,Changping
747,2013,4,1,2,210,231,27,72,2100,3,6.4,1005.5,3.4,0,WSW,0.4,Changping
748,2013,4,1,3,240,258,29,72,2200,3,5.9,1004.9,3.1,0,N,0.7,Changping
749,2013,4,1,4,240,258,29,72,2299,3,4.4,1004.6,2.3,0,NNW,0.8,Changping
750,2013,4,1,5,228,248,24,69,2399,3,3.5,1004.8,2,0,NNW,1.9,Changping
751,2013,4,1,6,228,248,24,69,2500,4,5.3,1005.3,-0.5,0,WNW,2.7,Changping
752,2013,4,1,7,231,260,30,69,2200,6,11.3,1005.5,-4.4,0,NW,4.9,Changping
753,2013,4,1,8,44,27,28,50,1100,31,11,1005.9,-3.2,0,NW,7.2,Changping
754,2013,4,1,9,45,27,28,51,NA,51.1938,10.6,1007,-3.5,0,NNW,4.5,Changping
755,2013,4,1,10,18,140,16.2792,23.8148,NA,52.0506,13.2,1007.8,-3.6,0,NNW,4.5,Changping
756,2013,4,1,11,26,90,17,22,700,56,13.8,1007.7,-4.9,0,NNE,4,Changping
757,2013,4,1,12,34,75,16,18,800,71,15.3,1007.9,-5.7,0,NE,5,Changping
758,2013,4,1,13,40,62,16,16,900,91,16.4,1008.4,-6.7,0,N,3.8,Changping
759,2013,4,1,14,31,152,13,14,700,98,16.3,1008.7,-6.7,0,NNW,4.1,Changping
760,2013,4,1,15,32,152,12,12,2100,107,15.6,1009.4,-7.3,0,NNW,5.5,Changping
761,2013,4,1,16,32,41,12,12,700,107,14.8,1010.1,-9.3,0,N,5.1,Changping
762,2013,4,1,17,34,41,10,14,600,107,13.6,1010.8,-12.6,0,N,5.3,Changping
763,2013,4,1,18,27,42,7,16,500,103,12.1,1011.4,-11.6,0,NE,3,Changping
764,2013,4,1,19,21,24,4,14,400,91,11.1,1012.8,-12.4,0,NE,2.1,Changping
765,2013,4,1,20,15,23,5,10,300,93,10,1013.8,-16.3,0,NE,1.7,Changping
766,2013,4,1,21,10,16,3,6,300,96,9.1,1014.4,-17.9,0,ENE,2.1,Changping
767,2013,4,1,22,7,8,3,6,300,95,8.1,1014.8,-17.9,0,ENE,1,Changping
768,2013,4,1,23,7,8,3,6,300,90,7.3,1014.8,-17.7,0,E,1.5,Changping
769,2013,4,2,0,9,9,8,12,300,81,4.1,1014.8,-15.2,0,NE,0.5,Changping
770,2013,4,2,1,9,10,4,12,300,79,4.3,1014.3,-15.1,0,NNE,1.2,Changping
771,2013,4,2,2,6,7,3,9,300,82,3.4,1014.2,-13.9,0,NNW,1.2,Changping
772,2013,4,2,3,6,7,3,9,400,52,2,1013.6,-13.8,0,NE,1.4,Changping
773,2013,4,2,4,9,24,7,47,400,36,2.4,1013.2,-14.3,0,E,1.2,Changping
774,2013,4,2,5,6,14,13,32,500,48,1.8,1013.3,-13.6,0,N,1.3,Changping
775,2013,4,2,6,11,28,14,37,600,40,2.3,1013.3,-12,0,S,0.5,Changping
776,2013,4,2,7,24,55,25,70,1000,8,7.5,1013.1,-12.3,0,SE,0.1,Changping
777,2013,4,2,8,30,48,20,53,800,21,9.3,1012.3,-13.2,0,SSW,1.5,Changping
778,2013,4,2,9,30,48,20,53,700,40,10.8,1011.5,-12,0,SE,1.6,Changping
779,2013,4,2,10,31,63,18,39,NA,53.9784,12.1,1010.4,-9,0,SSE,2.1,Changping
780,2013,4,2,11,52,80,23,51,800,57,14.2,1008.8,-8.5,0,S,2,Changping
781,2013,4,2,12,55,70,21,44,800,80,15,1007.5,-4.4,0,SW,0.8,Changping
782,2013,4,2,13,85,110,26,58,1200,92,16.2,1006,-2.8,0,SSW,1.1,Changping
783,2013,4,2,14,135,144,31,62,1500,107,17.4,1004.7,-2.3,0,ESE,2.8,Changping
784,2013,4,2,15,134,155,28,43,1399,157,18.4,1003.5,-3.1,0,S,1,Changping
785,2013,4,2,16,132,167,32,32,1300,170,18.1,1002.6,-3.4,0,SE,2.9,Changping
786,2013,4,2,17,126,179,37,35,1200,157,17.2,1002.5,-2.5,0,S,1.5,Changping
787,2013,4,2,18,127,179,37,35,1500,143,15.9,1002.1,-2.1,0,ESE,1.3,Changping
788,2013,4,2,19,152,227,55,68,1700,107,14,1002.5,-2.5,0,E,0.5,Changping
789,2013,4,2,20,152,228,55,69,1800,55,11.7,1002.7,-1.8,0,E,0.9,Changping
790,2013,4,2,21,159,230,50,98,2000,27,11.7,1002.6,-2.2,0,E,0.9,Changping
791,2013,4,2,22,165,224,53,114,1600,67,10.1,1002.5,-1.6,0,SSW,0.6,Changping
792,2013,4,2,23,136,182,42,43,1500,81,8.4,1002.3,-1.4,0,N,0.7,Changping
793,2013,4,3,0,136,182,42,43,1899,28,7.2,1001.8,-1.2,0,ESE,0.5,Changping
794,2013,4,3,1,160,209,36,118,2200,7,6.7,1001.2,-1.5,0,NNE,0.8,Changping
795,2013,4,3,2,160,209,36,118,1399,50,5.9,1001.2,-1.5,0,NNE,1.1,Changping
796,2013,4,3,3,121,154,33,55,NA,NA,4.9,1001.1,-1.6,0,ESE,0.8,Changping
797,2013,4,3,4,121,154,33,55,1300,43,5.2,1001.1,-1.7,0,NNE,0.4,Changping
798,2013,4,3,5,121,151,26,51,1399,38,4.6,1001.7,-1.6,0,ESE,0.7,Changping
799,2013,4,3,6,125,165,26,52,1399,39,5.4,1002.5,-0.9,0,NW,1.4,Changping
800,2013,4,3,7,132,192,22,75,1800,16,8.9,1003.2,-1.3,0,NNW,0.6,Changping
801,2013,4,3,8,168,273,47,103,2299,8,12.3,1003.2,-1.3,0,WNW,0.4,Changping
802,2013,4,3,9,168,272,47,102,1800,19,14.6,1003.4,-1.5,0,W,0.8,Changping
803,2013,4,3,10,178,258,56,100,1700,35,17.2,1003.4,-1.5,0,SSE,1.5,Changping
804,2013,4,3,11,178,258,56,100,1399,68,19.8,1002.8,-2.6,0,S,2.5,Changping
805,2013,4,3,12,125,168,30,42,1000,112,20,1002.3,-1.8,0,SSE,2.5,Changping
806,2013,4,3,13,109,180,28,35,900,129,19.8,1002.3,-0.3,0,SE,3.7,Changping
807,2013,4,3,14,153,239,47,42,1399,156,18.5,1002.3,0.6,0,SSE,4,Changping
808,2013,4,3,15,218,376,103,69,3500,144,17.6,1002.8,-0.2,0,SSE,3.5,Changping
809,2013,4,3,16,141,376,53,38,1800,150,16.3,1003.1,-0.9,0,SE,4.2,Changping
810,2013,4,3,17,112,250,46,36,1399,143,14.7,1004,-2.3,0,SE,2.3,Changping
811,2013,4,3,18,112,250,46,36,1100,116,13.5,1004.8,-2.5,0,ESE,1.9,Changping
812,2013,4,3,19,75,152,30,41,900,103,12.6,1005.8,-3.3,0,SE,2.3,Changping
813,2013,4,3,20,72,129,26,38,800,100,11.9,1006.5,-4.3,0,SE,1.6,Changping
814,2013,4,3,21,57,110,21,44,700,77,10.2,1007,-3.5,0,WSW,0.4,Changping
815,2013,4,3,22,57,110,21,44,600,60,10,1006.6,-3.7,0,ESE,1,Changping
816,2013,4,3,23,47,112,16,67,800,34,9.1,1007,-3.2,0,ESE,0.9,Changping
817,2013,4,4,0,47,112,16,67,900,21,8.9,1007,-3,0,E,0.5,Changping
818,2013,4,4,1,60,107,22,81,900,9,9.2,1006.6,-3.4,0,S,1.6,Changping
819,2013,4,4,2,44,82,25,67,1000,31,9.5,1006.6,-4.1,0,SSW,2.3,Changping
820,2013,4,4,3,35,66,42,51,1300,54,9.2,1006.3,-4.4,0,SW,1.1,Changping
821,2013,4,4,4,28,56,42,40,1399,62,8.9,1006,-4.7,0,SSW,1.3,Changping
822,2013,4,4,5,28,56,42,40,1399,63,8.7,1006.2,-5.2,0,WSW,1.3,Changping
823,2013,4,4,6,33,55,39,38,1300,60,8.7,1006.3,-5.6,0,SW,2,Changping
824,2013,4,4,7,33,59,32,44,1100,57,9,1006.4,-5.7,0,SSW,0.9,Changping
825,2013,4,4,8,37,70,40,43,1300,61,9.3,1006.7,-5.8,0,SW,1.2,Changping
826,2013,4,4,9,36,73,36,43,1200,61,9.3,1007.1,-5.8,0,W,0.6,Changping
827,2013,4,4,10,51,92,50,50,1600,54,9.5,1006.3,-5.6,0,NE,0.8,Changping
828,2013,4,4,11,50,95,58,58,1800,46,9.1,1005.6,-4.1,0,SW,0.4,Changping
829,2013,4,4,12,64,106,56,56,1899,48,7.5,1005.1,3,0.3,NE,2.3,Changping
830,2013,4,4,13,64,106,56,56,1899,34,6.7,1004.8,2.2,0.3,NNE,2.1,Changping
831,2013,4,4,14,57,76,26,63,1800,30,6.3,1004.3,3.3,1,NE,2.5,Changping
832,2013,4,4,15,58,68,18,59,1800,34,6.1,1004.1,3.6,0.7,NNW,1,Changping
